case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
794,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.609,0.916,0.767,0.88,0.41,1,1,1,0,0,175.4,98.4,76.8,103.8,283.7,120.6,91.2,75.1,69.9,76.6,50.8,80.2,31.8,33.6,33.6,31.3,65.3,225.0,211.6,123.5
795,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.039,0.029,0.064,0.035,0,1,1,0,0,5.2,3.0,2.6,2.8,7.6,2.7,2.6,2.1,2.1,2.0,1.3,2.2,0.8,0.9,0.9,1.1,1.5,7.0,5.9,3.7
796,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The crime targeted a 7-year-old child who was walking home alone from school.",0.844,0.772,0.915,0.806,0.728,0,0,0,0,1,211.3,154.3,149.1,160.0,362.1,184.0,114.1,112.1,112.0,106.4,81.5,142.2,61.4,67.9,68.7,107.8,99.0,270.8,208.8,161.1
797,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.317,0.033,0.021,0.026,0.06,0,1,0,0,1,24.9,23.3,17.4,22.1,52.0,26.5,18.8,17.2,12.5,17.3,13.0,21.1,10.3,12.1,12.2,8.9,12.5,48.0,45.1,24.9
798,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.617,0.347,0.653,0.889,0.818,0,1,0,0,1,91.8,93.3,65.4,80.3,228.5,169.3,75.4,82.1,57.0,71.7,61.6,78.2,42.1,50.3,43.7,39.6,64.7,178.0,125.7,139.5
799,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.794,0.184,0.915,0.593,0.478,0,1,0,1,1,40.0,31.8,33.6,29.4,121.5,59.8,27.8,32.9,26.5,26.3,17.4,42.2,12.9,12.7,15.4,15.6,25.7,111.8,125.0,60.9
800,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.096,0.308,0.119,0.91,0.436,2,0,0,0,1,178.0,98.8,66.4,76.6,244.9,176.0,69.4,71.5,60.4,64.0,48.3,80.8,25.0,27.6,29.6,54.6,55.8,132.7,147.3,137.3
801,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.315,0.017,0.0,0.0,0.092,2,0,1,0,1,66.6,51.3,28.4,29.5,94.7,31.7,22.2,20.3,24.5,22.9,14.6,23.9,9.3,12.3,11.3,14.8,17.4,66.6,59.2,42.9
802,"The crime targeted a 7-year-old child who was walking home alone from school. The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries.",1.0,0.437,0.908,0.651,0.945,2,1,0,0,1,302.1,204.1,135.7,155.3,480.0,240.0,138.0,139.1,117.3,111.0,107.1,164.1,67.0,76.0,79.7,67.7,111.4,360.0,326.2,223.6
803,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.154,0.787,0.896,0.755,0.21,0,1,1,0,0,80.3,61.6,50.7,37.6,142.1,61.0,45.0,37.2,29.3,37.6,24.9,36.4,15.5,19.7,18.5,19.6,32.1,117.3,113.8,64.9
804,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.592,0.0,0.28,0.804,0.911,2,1,0,0,0,213.2,111.6,104.1,121.6,357.6,175.6,100.6,104.7,63.8,72.9,63.9,103.9,44.3,54.5,51.4,44.5,74.9,360.0,190.8,186.0
805,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.139,0.335,0.096,0.712,0.242,3,1,1,0,0,120.4,64.6,50.6,48.4,206.1,97.1,43.3,45.2,31.8,36.5,23.6,45.0,14.6,16.5,17.2,19.0,31.1,131.2,120.7,75.0
806,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.872,0.231,0.16,0.601,0.723,0,1,0,0,0,148.1,78.6,83.1,71.8,241.1,101.5,84.4,79.3,67.9,73.2,53.4,67.0,39.7,38.6,42.0,38.6,55.9,186.4,183.9,116.0
807,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.334,0.0,0.0,0.0,0.076,0,1,1,0,0,23.4,17.5,13.0,14.8,53.2,16.6,14.1,13.3,10.0,10.1,8.4,16.2,6.4,7.9,8.5,5.0,8.2,46.3,41.2,20.6
808,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.977,0.969,0.769,0.9,0.855,0,0,0,0,0,262.9,201.2,133.3,185.5,359.3,104.7,145.8,122.4,158.6,126.3,94.8,155.7,69.6,72.4,78.2,110.7,114.8,360.0,312.7,218.0
809,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.31,0.148,0.682,0.172,0.052,0,0,0,0,1,64.6,55.9,47.0,42.1,98.9,58.8,39.5,37.6,36.9,38.7,30.5,39.4,19.9,21.5,25.1,31.2,35.9,71.2,65.0,59.8
810,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.,0.283,0.389,0.743,0.651,0.884,0,1,0,0,0,129.4,78.0,58.0,89.9,196.9,75.6,72.6,60.3,57.9,51.1,47.7,64.9,34.5,37.6,31.2,36.6,45.7,132.4,120.3,107.2
811,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.076,0.153,0.135,0.547,0.763,1,1,0,1,1,36.9,18.9,16.0,18.0,108.0,35.8,19.3,21.0,13.2,15.4,8.6,18.5,5.9,5.8,6.2,7.3,12.8,82.7,76.8,36.1
812,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The offender stole a bicycle valued at $300 parked outside a supermarket. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.803,0.212,0.667,0.585,0.693,5,0,1,0,1,360.0,240.0,167.7,152.7,480.0,240.0,168.1,141.7,143.0,148.2,87.8,132.0,53.3,66.6,58.9,90.0,104.6,295.2,360.0,300.0
813,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.0,0.961,0.835,0.86,0.372,5,1,0,0,1,359.2,166.8,116.3,133.6,451.2,240.0,133.3,146.9,88.9,97.1,77.6,135.7,42.9,47.9,48.1,57.3,93.5,304.4,350.5,258.3
814,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.392,0.41,0.682,0.686,0.861,3,1,1,0,1,180.8,105.1,91.9,102.7,432.4,113.3,76.9,82.3,64.7,79.8,45.9,83.1,30.0,38.0,31.8,35.9,55.4,232.3,195.6,177.0
815,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.079,0.992,0.766,0.937,0.39,0,1,1,0,0,91.5,58.7,42.9,49.8,144.3,62.7,43.8,37.6,48.4,35.4,28.8,38.0,16.0,20.4,19.5,22.3,34.5,138.0,113.1,94.6
816,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.,0.091,0.114,0.712,0.664,0.212,5,1,1,0,1,164.3,60.9,54.6,62.4,250.9,109.4,57.3,56.6,39.2,51.1,32.2,58.6,15.8,20.8,20.3,17.4,38.1,141.2,136.2,90.4
817,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.118,0.245,0.052,0.71,0.779,0,1,0,0,1,56.9,51.7,35.8,43.3,128.3,78.4,39.5,38.8,29.9,35.0,22.2,36.3,19.3,17.1,18.7,19.8,28.7,82.4,83.9,72.3
818,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The crime targeted a 7-year-old child who was walking home alone from school.",0.782,0.329,0.989,0.471,0.496,0,1,1,0,1,86.7,64.1,53.1,47.1,209.4,116.7,57.9,48.6,39.5,47.0,37.7,68.5,26.2,31.0,28.4,22.9,44.3,151.5,125.6,85.1
819,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.434,0.337,0.541,0.374,0.872,0,1,1,0,1,68.4,55.7,39.4,48.4,172.8,46.7,42.1,40.9,35.5,34.1,25.5,53.7,20.8,21.5,22.4,17.5,26.4,144.3,134.2,81.5
820,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.",1.0,0.303,0.152,0.948,0.923,0,1,1,0,1,118.2,88.7,74.0,86.4,287.9,114.4,56.5,61.0,53.4,58.5,44.5,77.2,33.2,30.1,35.4,25.4,38.5,185.4,150.3,111.4
821,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.,0.129,0.06,0.735,0.726,0.208,2,1,0,0,0,113.4,74.7,47.1,64.4,174.3,90.5,54.9,52.1,37.1,42.6,36.9,61.1,22.6,25.7,22.1,28.0,46.2,100.2,105.2,98.1
822,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.0,0.969,0.796,0.971,0.425,2,1,1,0,1,98.0,94.7,65.3,77.2,252.9,75.9,66.2,62.5,49.2,58.2,38.6,89.3,21.3,24.0,22.9,26.6,47.8,155.1,180.1,143.3
823,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.309,0.026,0.0,0.0,0.072,0,1,0,0,0,28.5,23.6,19.0,20.9,44.8,19.0,16.9,14.3,13.2,15.0,13.8,19.0,10.8,11.8,10.9,8.4,15.6,44.2,48.0,30.6
824,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.517,0.065,0.331,0.663,0.961,3,1,0,0,1,179.3,135.6,105.7,117.3,426.9,139.0,101.4,111.4,85.5,102.5,72.8,127.1,45.4,50.4,51.9,46.6,81.9,294.4,256.6,215.7
825,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.622,0.115,0.25,0.841,0.412,0,1,0,0,1,74.4,73.5,54.5,53.6,177.9,125.8,60.6,55.6,46.2,50.3,38.3,57.3,31.5,32.7,33.7,30.6,44.3,142.9,117.8,114.1
826,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.515,0.137,0.298,0.698,0.938,1,0,0,0,0,233.5,195.7,111.5,117.1,317.2,98.2,93.5,89.1,94.9,87.7,66.7,113.9,45.8,55.2,45.5,78.5,84.3,263.6,147.6,141.3
827,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.986,0.746,0.341,0.841,0.934,2,1,0,0,0,349.4,239.7,163.0,149.8,480.0,240.0,150.5,147.8,135.8,144.2,110.1,136.2,67.4,80.7,79.8,76.7,131.4,330.4,360.0,235.8
828,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.745,0.951,0.777,0.946,0.435,1,0,1,0,0,352.0,164.8,112.6,132.7,343.4,152.0,101.1,104.6,110.7,113.2,67.7,118.7,43.5,45.9,42.6,73.2,76.7,360.0,359.9,259.8
829,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.0,0.124,0.036,0.073,0.072,0,1,0,0,0,10.6,7.6,5.7,7.1,15.4,4.8,6.0,5.2,5.6,6.1,3.8,7.1,2.9,2.7,2.7,3.1,5.2,13.7,14.0,9.0
830,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.041,0.043,0.0,0.071,0.024,2,1,0,0,0,17.3,8.8,6.9,7.7,26.5,8.7,6.7,7.5,5.4,5.5,5.3,6.6,3.1,3.5,3.7,3.0,5.5,26.5,17.6,10.5
831,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.658,0.32,0.704,0.471,0.399,1,1,1,0,1,115.7,77.2,68.8,63.7,258.8,72.9,50.1,54.5,51.8,49.2,36.7,71.1,26.2,27.5,30.0,22.1,46.6,152.6,146.4,111.2
832,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.625,0.31,0.499,0.818,0.851,1,1,0,0,0,195.4,123.0,99.6,92.4,368.6,157.3,108.9,93.2,76.9,83.9,68.7,108.5,47.3,45.6,55.4,49.8,70.7,262.5,176.7,185.0
833,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.",0.863,0.161,0.226,0.568,0.651,3,1,0,0,1,209.1,148.3,125.9,148.8,477.3,233.7,120.7,126.8,90.0,100.7,71.5,123.1,58.2,62.1,62.4,54.2,82.7,289.1,273.6,214.7
834,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.284,0.019,0.032,0.0,0.061,0,1,0,0,1,24.8,17.7,14.3,14.0,54.6,19.8,14.4,15.2,12.3,13.6,11.0,19.1,9.6,9.8,10.7,8.0,11.4,37.1,40.5,27.0
835,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The crime targeted a 7-year-old child who was walking home alone from school.",0.832,0.169,0.94,0.567,0.666,1,1,0,0,1,219.8,94.2,108.3,111.6,309.4,173.9,107.4,94.4,77.6,90.0,64.1,111.1,52.4,51.9,52.5,47.8,80.8,256.1,187.6,174.7
836,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient. The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.181,0.223,0.933,0.582,0.731,1,1,0,0,0,113.9,65.6,63.4,80.2,241.3,89.7,66.1,67.4,51.5,52.6,43.5,63.1,29.2,31.2,33.0,34.3,52.1,141.1,174.2,98.3
837,"The offender stole a bicycle valued at $300 parked outside a supermarket. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.427,0.052,0.72,0.171,0.122,0,1,0,0,1,54.9,39.1,37.5,40.4,90.4,61.0,40.8,42.3,28.4,31.9,31.4,50.5,21.0,21.4,24.5,17.8,32.2,84.9,79.4,53.2
838,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.112,0.194,0.077,0.457,0.716,2,1,0,1,0,51.9,30.2,19.2,20.8,126.2,28.8,18.9,25.1,16.1,19.2,10.3,17.2,5.8,6.3,8.4,9.8,16.0,103.5,89.1,45.2
839,"The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.356,0.734,0.504,0.794,0.828,1,1,0,1,1,91.4,41.5,39.2,39.1,169.4,53.0,33.4,48.3,28.7,29.2,20.8,43.5,12.5,14.8,15.9,17.2,24.0,140.3,160.0,62.2
840,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The crime targeted a 7-year-old child who was walking home alone from school.,0.106,0.084,0.933,0.305,0.316,1,1,1,0,0,96.1,39.0,31.0,32.0,130.1,32.2,35.6,34.5,26.1,23.1,18.8,35.3,12.3,12.7,12.8,12.7,21.1,106.9,59.0,57.1
841,"The crime targeted a 7-year-old child who was walking home alone from school. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.497,0.0,0.933,0.418,0.97,0,1,0,0,1,74.9,62.9,50.3,60.1,239.0,111.5,56.8,68.3,53.6,54.0,50.1,80.2,36.4,33.9,38.2,32.6,52.0,126.1,127.3,88.0
842,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.133,0.906,0.949,0.887,0.407,5,1,1,0,1,210.0,156.0,89.5,121.9,480.0,194.0,100.7,110.1,81.4,91.6,64.6,117.3,32.6,37.8,37.7,42.0,68.8,354.9,294.1,218.2
843,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender stole a bicycle valued at $300 parked outside a supermarket.",1.0,0.087,0.247,0.528,0.903,2,1,0,0,0,319.3,176.4,128.0,122.2,435.6,187.5,149.5,123.4,96.9,100.0,76.0,111.3,54.3,71.2,57.5,57.1,83.1,289.6,359.5,221.1
844,The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.,0.139,0.149,0.665,0.683,0.168,1,1,1,0,1,56.5,36.4,29.8,34.6,125.2,82.0,26.9,31.2,24.0,29.1,19.8,38.5,12.2,12.9,14.5,14.0,24.4,101.6,83.9,66.2
845,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.289,0.251,0.082,0.915,0.436,1,1,0,0,0,122.9,68.9,58.8,61.9,179.5,111.6,61.3,57.9,46.5,63.6,35.4,50.0,24.4,27.6,28.0,28.1,43.1,150.3,121.1,101.6
846,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger.",0.818,0.303,0.21,0.634,0.778,1,1,0,0,0,231.9,130.2,107.6,118.6,330.2,124.6,91.1,93.2,70.8,87.3,65.9,103.8,45.7,56.7,50.8,43.6,70.4,360.0,214.9,155.7
847,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.266,0.049,0.0,0.042,0.127,0,1,1,0,1,22.3,15.4,11.8,13.9,52.5,22.3,10.5,10.8,9.2,10.2,8.5,14.7,6.0,7.5,7.5,5.1,9.5,39.6,27.3,23.5
848,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.271,0.0,0.0,0.0,0.127,1,0,1,0,0,41.3,31.8,17.4,22.6,72.2,20.7,16.4,17.5,15.9,16.8,10.4,18.5,7.9,8.5,8.6,11.6,14.6,52.7,48.2,33.9
849,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.124,0.336,0.15,0.692,0.171,0,1,0,0,1,45.5,35.0,23.6,27.7,76.7,53.4,32.3,30.7,24.7,24.0,23.3,40.1,13.8,15.6,14.5,16.1,26.6,96.6,70.1,49.4
850,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.736,0.085,0.145,0.734,0.393,2,1,1,0,1,149.4,88.1,77.0,73.6,276.6,76.9,64.3,64.1,46.5,58.4,37.1,72.4,25.7,29.4,30.8,26.8,38.7,209.8,194.2,122.8
851,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.555,0.785,0.868,0.801,0.402,0,1,0,0,0,153.1,94.8,86.1,93.1,200.4,115.9,81.5,77.2,62.7,72.9,57.7,86.1,41.9,40.1,43.9,42.8,65.9,183.4,149.9,135.2
852,"The offender chose a victim who was highly intoxicated and unable to stand or speak clearly. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.844,0.147,0.724,0.331,0.468,3,0,0,0,1,343.6,224.8,155.9,180.8,480.0,199.9,153.7,141.5,132.5,137.9,95.5,144.8,76.4,71.8,76.8,125.8,133.8,315.4,299.7,229.8
853,"The offender stole a bicycle valued at $300 parked outside a supermarket. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.553,0.153,0.853,0.847,0.423,0,1,0,0,0,124.8,83.9,65.3,63.3,166.6,111.2,69.6,67.2,49.6,52.2,50.7,68.1,37.5,36.2,37.2,37.3,57.6,177.0,133.6,112.2
854,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.359,0.799,0.261,0.798,0.248,3,1,0,0,0,295.9,130.0,100.0,134.4,308.6,160.5,106.8,91.6,87.3,71.0,58.8,105.3,43.6,46.4,45.6,41.6,82.2,299.7,253.9,181.9
855,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.276,0.932,0.804,0.946,0.417,0,1,1,0,0,116.6,66.7,45.2,76.0,193.3,55.4,51.3,48.0,47.9,38.2,32.1,44.2,21.0,23.7,23.8,22.2,35.9,177.9,159.6,96.4
856,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.373,0.048,0.0,0.19,0.139,0,0,0,0,1,51.5,39.7,33.1,37.6,71.0,55.4,31.1,27.4,28.0,22.7,21.4,44.8,16.9,17.2,18.3,24.7,27.9,62.6,63.9,59.7
857,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe.,0.026,0.053,0.0,0.216,0.058,4,0,1,0,0,56.0,30.4,14.3,21.5,56.4,20.6,14.8,12.4,12.8,13.5,7.1,15.5,3.6,5.2,4.6,8.6,10.3,36.7,36.0,27.2
858,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.734,0.324,0.09,0.451,0.398,3,0,1,1,1,171.0,77.2,42.2,44.2,240.3,61.4,32.7,39.4,45.8,35.3,18.0,52.9,9.5,11.4,13.4,25.0,26.8,129.4,230.2,86.1
859,"The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.205,0.312,0.878,0.727,0.242,0,1,0,0,1,50.0,49.0,48.5,49.4,144.1,64.5,48.2,43.6,31.7,43.4,34.4,55.2,24.4,23.5,23.1,24.7,41.8,127.4,99.9,70.0
860,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.843,0.153,0.904,0.809,0.748,2,0,1,0,1,330.1,182.6,114.4,147.1,461.8,192.6,126.7,116.5,96.9,102.4,65.4,131.6,45.6,52.3,58.6,78.6,90.4,336.6,283.6,184.7
861,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.344,0.997,0.847,0.868,0.432,3,1,0,0,0,360.0,190.8,132.0,154.5,476.2,218.8,124.0,143.6,100.5,125.5,92.1,150.8,52.4,59.5,62.3,62.7,90.9,360.0,297.2,293.9
862,"The offender stole a bicycle valued at $300 parked outside a supermarket. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.406,0.083,0.0,0.103,0.104,1,1,0,0,0,69.2,41.5,32.5,42.6,101.3,38.9,30.0,31.3,22.8,29.7,19.8,32.1,17.8,19.1,18.2,16.1,22.1,86.1,86.4,56.7
863,The offender stole a bicycle valued at $300 parked outside a supermarket.,0.034,0.105,0.0,0.144,0.061,3,1,1,0,1,23.2,14.9,9.9,12.0,49.9,21.5,10.4,9.6,7.9,8.2,5.0,11.0,3.2,4.0,3.6,3.5,6.7,25.7,36.4,18.2
864,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.,0.097,0.064,0.744,0.65,0.175,1,1,1,0,0,71.1,40.9,32.8,29.0,122.0,43.7,28.7,28.3,23.2,23.3,20.2,35.3,11.4,12.4,12.3,13.7,25.3,74.9,63.9,63.3
865,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.326,0.131,0.145,0.674,0.229,1,1,0,0,0,72.1,51.3,47.6,43.1,159.2,76.3,46.5,52.2,42.0,40.7,30.8,60.2,23.2,24.3,25.9,24.2,35.3,119.8,122.1,60.6
866,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.062,0.124,0.144,0.665,0.194,1,1,0,0,1,47.4,38.7,27.0,34.8,103.7,47.6,28.7,28.2,27.9,28.9,19.1,28.5,12.3,13.0,11.7,14.6,25.3,49.2,64.4,56.5
867,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.41,0.273,0.494,0.432,0.854,1,0,1,0,1,148.1,121.2,64.2,83.7,284.2,104.0,58.5,62.5,63.7,56.7,35.3,78.0,25.3,27.9,31.7,36.9,41.8,153.4,178.9,102.4
